ministry,parent_org,code,name,address,pincode,officer_designation,org_level
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCKTL,MUNICIPAL COUNCIL KAITHAL,"MUNICIPAL COUNCIL, KAITHAL,  ",136027.0,EXECUTIVE OFFICER,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,MCLHU,Municipal Committee Loharu,"Loharu,  , District Bhiwani",,Secretary MC Loharu,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCLDW,MUNICIPAL COMMITTEE LADWA,"MUNICIPAL COMMITTEE LADWA,  ,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCLOH,MUNICIPAL COMMITTEE LOHARU,"MUNICIPAL COMMITTEE LOHARU,  ,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCMDW,MUNICIPAL COUNCIL MANDI DABWALI,MUNICIPAL COUNCIL MANDI DABWALI 125104,,Secretary,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNCD,MUNICIPAL COMMITTEE NANGAL CHOUDHARY,MUNICIPAL COMMITTEE NANGAL CHOUDHARY,123023.0,SECRETARY,3.0
Government of Haryana,Deputy Commissioner Mahendergarh,MCNCH,Secretary MC Nangal Choudhary,"MC Office, Nangal Choudhary, .",123023.0,Secretary MC Nangal Choudhary,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNLK,MUNICIPAL COMMITTEE NILOKHERI,"MUNICIPAL COMMITTEE, NILOKHERI,  ",132117.0,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNND,MUNICIPAL COMMITTEE NARNAUND,"MUNICIPAL COMMITTEE, NARNAUND,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNNL,MUNICIPAL COUNCIL NARNAUL,Municipal Council Narnaul Near Mahabir Chowk,123001.0,Secretary,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNRG,MUNICIPAL COMMITTEE NARIANGARH,"MUNICIPAL COMMITTEE, NARIANGARH,  ",,SECRETARY,3.0
Government of Haryana,Deputy Commissioner Mahendergarh,MCNRL,Secretary MC Narnaul,"Municipal Counsil Office, Narnaul, .",123001.0,Secretary MC Narnaul,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNSG,MUNICIPAL COMMITTEE NISSING,"MUNICIPAL COMMITTEE, NISSING,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNUH,MUNICIPAL COMMITTEE NUH,"MUNICIPAL COMMITTEE, NUH,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCNWN,MUNICIPAL COUNCIL NARWANA,"MUNICIPAL COUNCIL, NARWANA,  ",126116.0,EXECUTIVE OFFICER,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,MCSWI,Municipal Committee Siwani,"Siwani,  , District Bhiwani",,Secretary MC Siwani,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSWN,MUNICIPAL COMMITTEE SIWANI,"MUNICIPAL COMMITTEE, SIWANI,  ",,SECRETARY,3.0
Government of Haryana,DEPUTY COMMISSIONER  FATEHABAD,MCT06,mc tohana,"Market Committee Tohana, Tohana, Fatehabad",125120.0,Nodel Officer,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCTHN,MUNICIPAL COUNCIL THANESAR,"MUNICIPAL COUNCIL, THANESAR,  ",136118.0,EXECUTIVE OFFICER,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCTOH,MUNICIPAL COUNCIL TOHANA,"MUNICIPAL COUNCIL TOHANA Near Shaheed Chowk Chandi, garh Road Tohana",125120.0,EXECUTIVE OFFICER,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCTRI,MUNICIPAL COMMITTEE TARAORI,"MUNICIPAL COMMITTEE, TARAORI,  ",,SECRETARY,3.0
Government of Haryana,DISTRICT MARKET EXECUTIVE OFFICER KARNAL,MCTRR,MARKET COMMITTEE TARAORI,"NEW GRAIN MARKET SONKARA ROAD, TARAORI,  ",132116.0,SECRETARY,4.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,MCTSM,Market Committee Tosham,"Tosham,  , District Bhiwani",,Secretary Market Committee,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSFN,MUNICIPAL COMMITTEE SAFIDON,"MUNICIPAL COMMITTEE, SAFIDON,  ",126112.0,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSHB,MUNICIPAL COMMITTEE SHAHBAD,"MUNICIPAL COMMITTEE, SHAHABAD,  ",136135.0,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCRWR,MUNICIPAL COUNCIL REWARI,"MUNICIPAL COUNCIL REWARI, Near Bhadwash Chowk  Rewari,  ",123401.0,Executive Officer,3.0
Government of Haryana,Deputy Commissioner Gurgaon,MCSHO,Municipal Council Sohna,"Municipal Council Sohna, Tehsil Sohna Distt Gurugram, Haryana",122103.0,Municipal Council Sohna,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,MCSIW,Market Committee Siwani,"Siwani,  , District Bhiwani",,Secretary Market Committee,3.0
Government of Haryana,DEPUTY COMMISSIONER PANIPAT,MCSMK,Municipal Committee,"Samalkha,  ,  ",132101.0,Municipal Committee,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSML,MUNICIPAL COMMITTEE SAMALKHA,"MUNICIPAL COMMITTEE, SAMALKHA,  ",,SECRETARY,3.0
Government of Haryana,DEPUTY COMMISSIONER,MCSMP,MC SAMPLA,"Sampla  Rohtak,  ,  ",124001.0,Secy. Market Com. Sampla,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSNP,MUNICIPAL CORPORATION SONEPAT,"MUNICIPAL CORPORATION, SONEPAT,  ",131001.0,Executive Officer,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSOH,MUNICIPAL COUNCIL SOHNA,"MUNICIPAL COUNCIL, SOHNA,  ",122103.0,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSPL,MUNICIPAL COMMITTEE SAMPLA,"MUNICIPAL COMMITTEE, SAMPLA,  ",,SECRETARY,3.0
Government of Haryana,DEPUTY COMMISSIONER SIRSA,MCSR1,MUNICIPAL COUNCIL SIRSA,"MUNICIPAL COUNCIL, SIRSA,  ",125055.0,EO,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCRAN,MUNICIPAL COMMITTEE RANIA,"MUNICIPAL COMMITTEE, RANIA,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCRAT,MUNICIPAL COMMITTEE RATIA,"MUNICIPAL COMMITTEE, RATIA,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCRJD,MUNICIPAL COMMITTEE RAJOUND,"MUNICIPAL COMMITTEE, RAJOUND,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPTD,MUNICIPAL COMMITTEE PATAUDI,"MUNICIPAL COMMITTEE, PATAUDI,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPWL,MUNICIPAL COUNCIL PALWAL,MUNICIPAL COUNCIL PALWAL Near Bal Bhawan Palwal,121102.0,Executive Officer,3.0
Government of Haryana,DEPUTY COMMISSIONER SIRSA,MCR01,MC RANIA,"MUNICIPAL COMMITTEE RANIA,  ,  ",,ME,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCROH,MUNICIPAL CORPORATION ROHTAK,"MUNICIPAL CORPORATION, ROHTAK,  ",124001.0,Joint Commissioner,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCSDH,Municipal Committee Sadhrua,"Municipal Committee, Sadhura",133204.0,Secretary,3.0
Government of Haryana,Deputy Commissioner Kaithal,MCP12,MUNICIPAL COMMITTEE PUNDRI,"PUNDRI, pundri",136027.0,SECY MC PUNDRI,3.0
Government of Haryana,Deputy Commissioner Mahendergarh,MCMGG,Secretary MC Mgarh,"MC Office, Mahendergarh, .",123029.0,Secretary MC Mgarh,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCMGH,MUNICIPAL COMMITTEE MOHINDERGARH,"MUNICIPAL COMMITTEE, MOHINDERGARH,  ",123029.0,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCMHM,MUNICIPAL COMMITTEE MEHAM,"MUNICIPAL COMMITTEE, MEHAM,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPHW,MUNICIPAL COMMITTEE PEHOWA,"MUNICIPAL COMMITTEE, PEHOWA,  ",,SECRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPKL,MUNICIPAL CORPORATION PANCHKULA,MUNICIPAL CORPORATION PANCHKULA,134102.0,COMMISSIONER,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPND,MUNICIPAL COMMITTEE PUNDRI,MUNICIPAL COMMITTEE PUNDRI,,SERCRETARY,3.0
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MCPNP,Municipal Corporation Panipat,Municipal Corporation Panipat,132103.0,COMMISSIONER,3.0
Government of Haryana,DEPUTY COMMISSIONER HISAR,MABRH,MA Branch Office of DC Hisar,Mini Sectt. Building First Floor DC Office Hisar,125001.0,Assistant,3.0
Government of Haryana,Deputy Commissioner Karnal,MABRN,MA BRANCH,"KARNAL,  ,  ",132001.0,MA BRANCH,3.0
Government of Haryana,ART AND CULTURAL AFFAIRS,MACCK,MULTI ART CULTURE CENTER,"Opp. Tirupati Balaji Mandir  AlampurThanesar  Hary, ana",136118.0,REGIONAL DIRECTOR,3.0
Government of Haryana,Director Elementary Education Haryana,MA987,Master 3,"Elementary Education near cbse board sector 5, Elementary Education near cbse board sector 5",134109.0,Superintendent,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWOGN,LWO Gurgaon,"Room No. 408, 4th Floor Mini Sect, Gurgaon",122001.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWOHS,LWO Hissar,"Labour Colony, Hissar,  ",125004.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWOPP,LWO Panipat,"H.NO. 37-39 Labour Colony, Near Hally Park, Kabri Road Panipat",132103.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWORT,LWO Rohtak,"Mini Secretariat Block-I , Ground Floor  Rohtak,  ",124001.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWOYN,LWO YamunaNagar,"#91-92  Labour Colony, Jagadhri (Yamuna Nagar),  ",135001.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWOFB,LWO Faridabad,"Women Training Centre, Dabua Colony, Behind Nestor Factory  Faridabad",121001.0,Labour Welfare Officer,4.0
Government of Haryana,Haryana Labour  Welfare Board,LWBAO,Accounts Officer,"Bays No. 29-30, Pocket-II, Sector-04  Panchkula",134112.0,Accounts Officer,4.0
Government of Haryana,FSNRL,MAFSO,P.R. CENTRE MAHENDERGARH,"NEAR RAILWAY STATION, MAHENDERGARH",123029.0,INSPECTOR,5.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MADCJ,MA DC OFFICE,"DC OFFICE, JIND",126102.0,CTM,3.0
Government of Haryana,Director General Health Services,MALA1,Malaria Office,"O/o DGHS  Haryana,  ,  ",,Nodal Officer,4.0
Government of Haryana,DEPUTY COMMISSIONER PANIPAT,MARBP,MARKET COMMITTE BAPOLI,"PANIPAT,  ,  ",132103.0,SEC.,3.0
Government of Haryana,DEPUTY COMMISSIONER SIRSA,MASRS,MA BRANCH,"DC OFFICE SIRSA,  ,  ",125055.0,CTM SIRSA,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,LOBHW,Labour Officer,"Bhiwani, Bhiwani, Bhiwani",127021.0,Labour Officer,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,LOHMC,Market Committee Loharu,"Loharu,  , District Bhiwani",,Secretary Market Committee,3.0
Government of Haryana,DEPUTY COMMISSIONER REWARI,LORWR,ASSITT LABOUR  COMMISSIONER,"REWARI,  ,  ",123401.0,ASSITT LABOUR  COMMISSIONER,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,LOPNC,LO PANCHAYAT,"MINI SEC. JIND,  ,  ",126102.0,LO PANCHAYAT,3.0
Government of Haryana,Food Civil Supplies and Consumer Affairs Haryana,LMFOO,Legal Metrology,30 Bays building  Sector-17/B  Chandigarh,160017.0,Deputy Superintendent,4.0
Government of Haryana,DEPUTY COMMISSIONER REWARI,LICR1,MANAGER LIC,"REWARI,  ,  ",123401.0,MANAGER LIC,3.0
Government of Haryana,DIRECTOR HIGHER EDUCATION HARYANA,LIB01,LIBRARY BRANCH,"SIKSHA SADAN, SECTOR 5, PANCHKULA",134102.0,SUPDT,3.0
Government of Haryana,Addl.Chief Secy.Higher Education,LIB09,LIBRARY BRNACH,"DHE,  ,  ",134109.0,SUPERINTENDENT,3.0
Government of Haryana,CDLU SIRSA,LIBY1,University Library,"University Library,  ,  ",125055.0,Assistant Librarian,4.0
Government of Haryana,Chaudhary Devi Lal University Sirsa,LIBY2,LIBRARY,"VIVEKANAND LIBRARY BUILDING, CDLU,  ",125055.0,Assistant Librarian,4.0
Government of Haryana,CHAUDHARY DEVI LAL UNIVERSITY,LIBY3,University Library,"University Library,  ,  ",125055.0,Assistant Librarian,4.0
Government of Haryana,Director Secondary Education Haryana,LITER,LITERACY CELL,"DSE HARYANA,  ,  ",,SUPERINTENDENT,4.0
Government of Haryana,DIRECTOR SECONDARY EDUCATION PANCHKULA,LITEC,Literacy Branch,"DSE,  ,  ",,APO,3.0
Government of Haryana,DDPO Bhiwani,LHBDO,BDPO Loharu,"BDPO Office, Loharu",127201.0,BDPO,
Government of Haryana,DEO BHIWANI,LHR04,BEO LOHARU,"LOHARU,  ,  ",127201.0,BEO,5.0
Government of Haryana,Deputy Commissioner  AMBALA,LDMAM,Lead Bank Manager,96  Durga Nagar  Hisar Road  Ambala City,134003.0,LDM,3.0
Government of Haryana,DEPUTY COMMISSIONER HISAR,LDM01,Lead District Manager,PNB Main Branch Near Bus Stand Hisar,125001.0,Lead District Manager Hisar,3.0
Government of Haryana,Deputy Commissioner Faridabad,LDMFB,Lead District Manager,"Syndicate Bank, Nit Faridabad",121006.0,LDM,3.0
Government of Haryana,Deputy Commissioner Gurgaon,LDMGN,Leading Bank Manger Gurugram,"1st floor Sector - 31 GurugramDistt GurugramHaryan, a",122001.0,Lead district Chief Manager Gurugram,3.0
Government of Haryana,DEPUTY COMMISSIONER BHIWANI,LDMBW,Lead District Manager PNB Bank,"Bhiwani, Bhiwani, Bhiwani",127021.0,LDM Bhiwani,3.0
Government of Haryana,Deputy Commissioner Charkhi Dadri,LDMCD,Bank,"PNB Bank Charkhi Dadri,  ,  ",127306.0,LDM,3.0
Government of Haryana,DEPUTY COMMISSIONER SIRSA,LDMSR,LDMSR,"SIRSA,  ,  ",125055.0,CHIEF LDM,3.0
Government of Haryana,Deputy Commissioner Kaithal,LDMKT,LDM OFFICE KTL,"AMBALA ROAD KAITHAL,  ,  ",136027.0,L.D.M. KTL,3.0
Government of Haryana,DEPUTY COMMISSIONER REWARI,LDMRW,LDM PNB REWARI,"REWARI,  ,  ",123401.0,LDM PNB REWARI,3.0
Government of Haryana,DEPUTY COMMISSIONER,LDMRH,LDM PNB Rohtak,"Rohtak,  ,  ",124001.0,LDM PNB Office,3.0
Government of Haryana,Deputy Commissioner Karnal,LDMKN,LDMKN,"KARNAL,  ,  ",,LDMKNL,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,LDMJI,PUNJAB NATIONAL BANK,"punjab national bank jind,  ,  ",126102.0,LDM,3.0
Government of Haryana,DEPUTY COMMISSIONER PANIPAT,LDMPN,LDM Panipat,"LDM Office,  ,  ",132103.0,LDM,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MPHSR,M.P. HISAR,"HISAR,  ,  ",126102.0,M.P. HISAR,3.0
Government of Haryana,Haryana State Warehousing Corporation HSWC,MPHWC,Haryana State Warehousing Corporation,"Bays No. 15-18 Sector-2 Panchkula, Bays No. 15-18 Sector-2 Panchkula, Bays No. 15-18 Sector-2 Panchkula",134112.0,Manager Personnel,
Government of Haryana,DIRECTOR MEDICAL EDUCATION AND RESEARCH,MPHWM,MPHW,"DMER , Panchkula.",134109.0,Deputy Director,3.0
Government of Haryana,XEN OP Division Panchkula,MPH26,SDO OP Sub Divn Madanpur,Power Colony Industrial Area Phase 2 Panchkula,134113.0,Sub-Divisional Officer,5.0
Government of Haryana,XEN OP UHBVN Panchkula,MPA26,SDO OP Sub Divn UHBVN Madanpur,"Power Colony, Industrial Area Phase 2, Panchkula",134113.0,SDO,5.0
Government of Haryana,Deputy Commissioner Karnal,MPALK,municipal corporation,"Opposite DAV school. Karnal,  ,  ",132001.0,Commissioner,3.0
Government of Haryana,MINES AND GEOLOGY,MOPNK,Mines and Geology Department Panhckula,"Mines and Geology Department   Paryatan Bhawan  Ba, ys 55-58  2nd Floor  Sector 2  Panchkula",134151.0,Assistant Mining Engineer,4.0
Government of Haryana,MINES AND GEOLOGY,MOPNP,Mines and Geology Department Panipat,"Industrial Area near Hali Park, Mines and Geology Department  DIC Building, Panipat",132103.0,Assistan Mining Engineer,4.0
Government of Haryana,MUNICIPAL CORPORATION GURGAON,MOMCG,MEDICAL BRANCH,"C1 INFO CITY SECTOR 34 GURUGRAM,  , HARYANA",122001.0,MO,4.0
Government of Haryana,MINES AND GEOLOGY,MOJIN,Mines and Geology Department Jind,"Office of District Industries Center, Jind",89010.0,Mining officer,4.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MOJND,MINING OFFICER JIND,"JIND,  ,  ",126102.0,MINING OFFICER JIND,3.0
Government of Haryana,Deputy Commissioner Mahendergarh,MONNL,Mining Officer Narnaul,"Mining Office, Narnaul, .",123001.0,Mining Officer Narnaul,3.0
Government of Haryana,MINES AND GEOLOGY,MOREW,Mines and Geology Department Rewari,"Panchayat Bhawan. Bharawas Road, near Railway Crossing  Rewari",123401.0,Mining Officer,4.0
Government of Haryana,DDPO PANCHKULA,MORNI,Development and Panchayat Department,"Block Development and Panchayat Officer Morni, BDPO Morni, PANCHKULA",134205.0,BDPO,4.0
Government of Haryana,DEPUTY COMMISSIONER REWARI,MORWR,MINING OFFICER REWARI,"REWARI,  ,  ",123401.0,MINING OFFICER,3.0
Government of Haryana,Execute Engineer Panchayati Raj Panchkula,MOSDO,SUB-DIVISIONAL OFFICER PR MORNI,"OFFICE OF SUB-DIVISIONAL OFFICER PR, MORNI",134205.0,SUB-DIVISIONAL OFFICER PR MORN,6.0
Government of Haryana,MINES AND GEOLOGY,MOSNP,Mines and Geology Department Sonipat,"near ITI  Chownk industruial area DIC Building  So, nipat",131001.0,Minng Officer,4.0
Government of Haryana,DEPUTY COMMISSIONER REWARI,MPOR1,MAIN POST OFFICE,"REWARI,  ,  ",123401.0,POST MASTER,3.0
Government of Haryana,HDDCF,MPRTK,Milk Union Rohtak,"Vita Milk Plant Rohtak, Gohana Road, Rohtak",124001.0,Chief Executive Officer,5.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MPSIR,M.P. SIRSA,"SIRSA,  ,  ",126102.0,M.P. SIRSA,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MPSON,M.P. SONIPAT,"SONIPAT,  ,  ",126102.0,M.P. SONIPAT,3.0
Government of Haryana,SDM ASSANDH,MUASD,Municipal Committee Assandh,"W.No 5, Near DSP OFFICE, ASSANDH",132039.0,Secretary,4.0
Government of Haryana,SE OP UHBVN Sonepat,MTS13,Model Town Sub Divn,"Sector-14, Sonipat",131001.0,SDO,5.0
Government of Haryana,SE OP UHBVN Sonepat,MTS21,Murthal Sub Divn,"Murthal Road, Sonipat",131001.0,SDO,5.0
Government of Haryana,xen city,MTSD1,SDO OP MT SUB DIVISION UHBVN KARNAL,"SDO OP MT SUB DIVISION UHBVN KARNAL, SECTOR 12, KARNAL",132001.0,SDO,5.0
Government of Haryana,SP Office,MTOW1,Model Town,"PS Model Town,  ,  ",,SHO PS MODEL TOWN,4.0
Government of Haryana,SP Panipat,MTOWN,mtown,"sho ps mtown,  ,  ",,Insp,5.0
Government of Haryana,Civil Surgeon Faridabad,MURTH,ESI DISPENSARY MURTHAL,"ESI DISPENSARY MURTHAL, SONEPAT",131027.0,SENIOR MEDICAL OFFICER,
Government of Haryana,DIRECTOR GENERAL URBAL LOCAL BODIES,MUPUN,MUNICIPAL COMMITTEE PUNHANA,"MUNICIPAL COMMITTEE, PUNHANA,  ",,SECRETARY,3.0
Government of Haryana,DDPO SONIPAT,MUR01,BDPOMURTHAL,"BDPOMURTHAL, BDPO MURTHAL",131001.0,BDPO,
Government of Haryana,superintendent police,MSHO1,SHO Madhuban,"Near Pakka Pull, Madhuban, Karnal",132037.0,Inspector,4.0
Government of Haryana,Haryana State Warehousing Corporation HSWC,MSTHW,Haryana State Warehousing Corporation,"Bays No. 15-18 Sector-2 Panchkula, Panchkula",134112.0,Manager Storage and Technical,
Government of Haryana,SP Panipat,MTDDS,DSP MTD,"DSP MTD  M.T,  ,  ",,DSP,5.0
Government of Haryana,SP Office,MTDP1,PS MTD,"PS Madlauda,  ,  ",,SHO PS MADLAUDA,4.0
Government of Haryana,SP Panipat,MTDPS,mtdps,"sho ps mtd,  ,  ",,SI,5.0
Government of Haryana,DDPO JHAJJAR,MTAN1,Block Development and Panchayat Officer Matanhail,"Bdpo Matanhail, Matanhail, Jhajjar",124103.0,BDPO MATANHAIL,4.0
Government of Haryana,Director Secondary Education Haryana,NARNL,DEO NARNAUL,"DEO NARNAUL,  ,  ",,DEO,4.0
Government of Haryana,Divisional Employment Office Gurugram,NAR03,Distt. Employment Office,"District Emp. Ex Narnaul, 3rd floor  Mini Secretariat , Narnaul",123001.0,Assistant Employment Officer,4.0
Government of Haryana,FSNRL,NAFSO,P.R.CENTRE NARNAUL,"NEAR GIRLS ITI , NARNAUL",123001.0,INSPECTOR,5.0
Government of Haryana,Mission Director National Health Mission,NADMN,Deputy Director Admin,"Office of NHM  State Headquarter Sector 2  Panchku, la  Haryana",134109.0,Deputy Director Admin,4.0
Government of Haryana,sp mewat,MWT01,dsp tauru,"dsp tauru, tauru",122015.0,dsp,5.0
Government of Haryana,sp mewat,MWT03,dsp pna,"dsp office pna, punhana",122508.0,dsp,5.0
Government of Haryana,sp mewat,MWT04,dsp jhirka,"dsp fpj, firojpur jhirka",122104.0,dsp,5.0
Government of Haryana,Directorate of Ayush Department Haryana,MWT77,DAO MEWAT,"DAO MEWAT,  ,  ",,DAO MEWAT additional charge,4.0
Government of Haryana,Senior Town Planner Faridabad,MWDTP,District Town Planner Mewat,"Mini Secretariat  Nuh, Mewat,  ",122107.0,District Town Planner,6.0
Government of Haryana,FSNRL,NCIFS,P.R. CENTRE NANGAL CHAUDHARY,"NEW GRAIN MARKET, NANGAL CHAUDHARY",123023.0,INSPECTOR,5.0
Government of Haryana,Mission Director National Health Mission,NDDRT,Deputy Director Referral Transport,"Office of NHM  State Headquarter, Sector 2  Panchkula  Haryana,  ",134109.0,Deputy Director RT,4.0
Government of Haryana,CITY MAGISTRATE ROHTAK,NAZAR,NAZAR BRANCH,"DC OFFICE,  ,  ",124001.0,ASSISTANT,4.0
Government of Haryana,DDPO Narnaul Local,NBDPO,BDPO Narnaul,BDPO Narnaul .,123001.0,BDPO Narnaul,4.0
Government of Haryana,Addl.Chief Secy.Higher Education,NCC09,NCC BRANCH,"DHE,  ,  ",134109.0,SUPERINTENDENT,3.0
Government of Haryana,Director General Health Services,NCDV2,NCD office,"O/o DGHS Haryana,  ,  ",,Nodal Officer,4.0
Government of Haryana,DG. HEALTH SERVICES HARYANA,NCD12,NATIONAL  DISEASE CONTROL,"O/o DGHS Haryana Panchkula,  ,  ",134109.0,DHS NCD,3.0
Government of Haryana,Operation Division DHBVN Narnau,NCH38,Op Sub Division DHBVN Nangal Chaudhary,"Kotputali-Jaipur Road, Nangal Chaudhary, Distt. M/Garh (Haryana)",123023.0,SDO,5.0
Government of Haryana,Director Elementary Education Haryana,MHN12,DEEO Mahendergarh,"DEEO Mahendergarh,  ,  ",,DEEO,4.0
Government of Haryana,DEPUTY COMMISSIONER PANIPAT,MINOF,Mining Officer,"Panipat,  ,  ",132103.0,XEN,3.0
Government of Haryana,Deputy Commissioner Karnal,MINIG,MINING OFFICER,"KARNAL,  ,  ",132001.0,MINING OFFICER,3.0
Government of Haryana,DEPUTY COMMISSIONER,MINRH,Mining Officer Rohtak,"Rohtak,  ,  ",124001.0,Mining Officer,3.0
Government of Haryana,SE OP UHBVN Sonepat,MLS21,Murthal Sub Division,"SDO OP Sub Division UHBVN, Murthal Road, Sonipat",131027.0,SDO,5.0
Government of Haryana,uhbvn,MLD24,UHBVN,"132KV Sub Station  Near Bus Stand , Matlaudha",132113.0,SDO,6.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MLAJN,M.L.A. JIND,"JIND,  ,  ",126102.0,M.L.A. JIND,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MLAJU,M.L.A. JULANA,"JULANA  JIND,  ,  ",126102.0,M.L.A. JULANA,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MLANR,M.L.A. NARWANA,"NARWANA  JIND,  ,  ",126102.0,M.L.A. NARWANA,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MLASF,M.L.A. SAFIDON,"SAFION,  ,  ",126102.0,M.L.A. SAFIDON,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MLAUN,M.L.A. UCHANA,"UCHANA,  ,  ",126102.0,M.L.A. UCHANA,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MKTNR,MARKET COMMITTEE NARWANA,"MARKET COMMITTEE NARWANA,  ,  ",126102.0,SECY MKB NARWANA,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MKTPL,SECY. MARKET BOARD PILLUKHERA,"SECY. MARKET BOARD PILLUKHERA,  ,  ",126102.0,SECY MARKET BOARD PILLUKHERA,3.0
Government of Haryana,DEPUTY COMMISSIONER,MKTRH,Secy. Market Com. Rohtak,"Rohtak,  ,  ",124001.0,Secy. Market Com. Office,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MKTSF,MARKET COMMITTEE SAFIDON,"MARKET COMMITTEE SAFIDON,  ,  ",126102.0,SECY MARKET COMMITTEE SAFIDON,3.0
Government of Haryana,DEPUTY COMMISSIONER JIND,MKTUC,MARKET COMMITTEE UCHANA,"MARKET COMMITTEE UCHANA,  ,  ",126102.0,SECY MARKET COMMITTEE  UCHANA,3.0
Government of Haryana,DEPUTY COMMISSIONER SIRSA,MKBSR,MARKETING BOARD SIRSA,"SIRSA,  ,  ",125055.0,XEN,3.0
