OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0,Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSDIO (OSD),,,2023-01-28T00:00:00.000+0000,0.0," Subject Matter does not pertain to this portal. Hence May be taken up with Banking Portal (IR SECTION). Hence, Closed at our end. "
osdbo02 (OSD),,,2023-01-30T00:00:00.000+0000,2.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,0.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
OSD2INS (OSDDFS),,"Repeat of sl 2
 of (28-1-2023)",2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
VIJAY SHANKAR TIWARI (section officer),,,2023-01-30T00:00:00.000+0000,2.0,Please examine the issue and dispose of the grievance after sending a suitable reply to the petitioner. Please upload ATR along with a copy of reply sent to the petitioner on CPGRAMS.
Rubi Rani (Manager),,,2023-02-13T00:00:00.000+0000,14.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards"
,,,2023-01-28T00:00:00.000+0000,,
OSD2INS (OSDDFS),,,2023-01-28T00:00:00.000+0000,0.0, Subject matter pertain to Banking portal (for I.R.SECTION) of DFS. Hence may be taken up with the Banking portal of DFS. Case closed at our end.
osdbo02 (OSD),,,2023-01-28T00:00:00.000+0000,0.0,Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
